split,samples,classes,f1_macro,f1_micro,precision_macro,precision_micro,sensitivity_macro,sensitivity_micro,specificity_macro,auroc_macro,auprc_macro,exact_match_ratio,normal_fallback_min_prob,normal_fallback_count,nsr_exclusive_min_prob,nsr_exclusive_count,model,results_dir
test,6421,12,0.7180346557759515,0.7445113314447592,0.7887163431509512,0.8417575818236412,0.6730062315020181,0.6674073486231251,0.974060567815632,0.9377161432922764,0.7794361836814033,0.4589627783834293,,0,,0,ResNet v2,eval-resnet-v2-noexcl
test,6421,12,0.7101661120755883,0.7468786490613492,0.8239468350283906,0.860320744956027,0.6288625625781447,0.6598682644234585,0.9773191725250728,0.950516347847788,0.8051767776878571,0.4547578258838187,,0,,0,Ensemble,ensemble-noexcl
